Entity Group,Word,Score,Generic Name,Use Case
sign_symptom,spasticity,0.95997876,baclofen,spasticity
sign_symptom,diarrhoea,0.99461746,bacillus clausii spores,restores the equilibrium of the intestinal flora changed during diarrhoea
disease_disorder,aztreonam,0.9935901,aztreonam,infections caused by susceptible aerobic gram-negative micro-organisms
disease_disorder,infections,0.99940264,aztreonam,infections caused by susceptible aerobic gram-negative micro-organisms
disease_disorder,conjunctivitis,0.99744284,azithromycin dihydrate (ophthalmic),bacterial conjunctivitis
disease_disorder,depression,0.96901345,st. johns wort,depression insomnia seasonal affective disorder
disease_disorder,affective disorder,0.9985271,st. johns wort,depression insomnia seasonal affective disorder
disease_disorder,liver disease,0.9996207,silymarin [milk thistle],indicated for the treatment and prevention of- liver disease
disease_disorder,vitamin,0.97713625,sharbat amla,vitamin c deficiency diseases
disease_disorder,deficiency diseases,0.9913236,sharbat amla,vitamin c deficiency diseases
sign_symptom,urination problems,0.99766284,saw palmetto (500 mg),urination problems in benign prostatic hyperplasia
sign_symptom,hyper,0.82437634,saw palmetto (500 mg),urination problems in benign prostatic hyperplasia
disease_disorder,saribadyarista,0.5008914,saribadyarista,skin diseases
disease_disorder,skin diseases,0.99950147,saribadyarista,skin diseases
disease_disorder,gingivitis,0.9777317,sanoon babla,pyorrhoea gingivitis toothache
sign_symptom,toothache,0.9756081,sanoon babla,pyorrhoea gingivitis toothache
sign_symptom,stress,0.5446131,sanjivani rasayan,stress
sign_symptom,general debility,0.99743724,salep + coconut + poppy seeds + almond,general debility nervous debility
sign_symptom,nervous debility,0.9980242,salep + coconut + poppy seeds + almond,general debility nervous debility
sign_symptom,poly,0.99996555,"salajeet [mineral pitch, red sage]",polyuria leucorrhoea
sign_symptom,leucorrhoea,0.9237415,"salajeet [mineral pitch, red sage]",polyuria leucorrhoea
sign_symptom,sexual debility,0.9952691,saffron + sand lizard + nutmeg fruit,sexual debility loss of libido premature ejaculation fatigue
sign_symptom,loss,0.78127277,saffron + sand lizard + nutmeg fruit,sexual debility loss of libido premature ejaculation fatigue
sign_symptom,premature ejaculation,0.9995472,saffron + sand lizard + nutmeg fruit,sexual debility loss of libido premature ejaculation fatigue
sign_symptom,fatigue,0.98146814,saffron + sand lizard + nutmeg fruit,sexual debility loss of libido premature ejaculation fatigue
sign_symptom,asthma,0.8655398,betamethasone,asthma severe allergic reactions rheumatoid arthritis
sign_symptom,allergic reactions,0.99708927,betamethasone,asthma severe allergic reactions rheumatoid arthritis
disease_disorder,rheumatoid arthritis,0.9987235,betamethasone,asthma severe allergic reactions rheumatoid arthritis
sign_symptom,vertigo,0.9999236,betahistine mesylate,vertigo and dizziness
disease_disorder,infections,0.9982266,besifloxacin,fewer than 10 infections
sign_symptom,besil,0.98196524,bepotastine besilate,itching associated with signs and symptoms of allergic conjunctivitis
sign_symptom,allergic,0.50921357,bepotastine besilate,itching associated with signs and symptoms of allergic conjunctivitis
disease_disorder,conjunctivitis,0.9391481,bepotastine besilate,itching associated with signs and symptoms of allergic conjunctivitis
disease_disorder,pneumonia,0.99965525,benzyl penicillin,pneumonia
sign_symptom,scabies,0.6047292,benzyl benzoate,indicated for scabies
sign_symptom,sore,0.99974376,benzocaine + camphor + methanol + phenol,"sore throat, toothaches, gum pain, canker sores"
sign_symptom,toothache,0.95446575,benzocaine + camphor + methanol + phenol,"sore throat, toothaches, gum pain, canker sores"
sign_symptom,canker sores,0.9935057,benzocaine + camphor + methanol + phenol,"sore throat, toothaches, gum pain, canker sores"
sign_symptom,cracked,0.94543827,-sitosterol,burn leg ulcer surgical wound obstetric wound cracked nipple
disease_disorder,hydrochloride erectile dysfunction,0.96864444,yohimbine hydrochloride,erectile dysfunction
sign_symptom,ulcer,0.99934727,white damar + acacia + bole rubra,diarrhoea gastric ulcer duodenal ulcer
sign_symptom,ulcer,0.99486005,white damar + acacia + bole rubra,diarrhoea gastric ulcer duodenal ulcer
disease_disorder,insomnia,0.44509175,valerian root,insomnia
sign_symptom,hyperurice,0.73449826,tart cherry,gout hyperuricemia
disease_disorder,infection,0.9862264,"suzark [chir pine, chickpea, pearl]",gonorrhea burning sensation during urination urinary tract infection
disease_disorder,rheumatoid,0.91446,suranjan,gout rheumatoid arthritis
disease_disorder,arthritis,0.7322509,suranjan,gout rheumatoid arthritis
sign_symptom,pain,0.99995553,benzocaine,temporary relief of pain due to minor injury or irritation of the mouth
disease_disorder,injury,0.997326,benzocaine,temporary relief of pain due to minor injury or irritation of the mouth
sign_symptom,irritation,0.999926,benzocaine,temporary relief of pain due to minor injury or irritation of the mouth
disease_disorder,infections,0.9997291,benzathine penicillin,prophylaxis of penicillin-sensitive secondary infections especially in children
sign_symptom,constipation,0.97699964,bisacodyl,constipation
disease_disorder,ocular hypertension,0.9830314,bimatoprost,ocular hypertension
disease_disorder,rhino - conjunctivitis,0.99986154,bilastine,allergic rhino-conjunctivitis
disease_disorder,renal failure,0.81561196,bicarbonate component [hco3 hemodialysis solution],"renal failure, chronic renal failure and haemodialysis"
disease_disorder,color,0.9993649,bevacizumab,indiated for - metastatic colorectal cancer
sign_symptom,corticosteroid - responsive dermatoses,0.89894736,betamethasone dipropionate,resistant or severe corticosteroid-responsive dermatoses
disease_disorder,otitis externa,0.9820282,betamethasone + neomycin sulphate (e/e),ear : otitis externa
disease_disorder,infections,0.98826724,betamethasone + gentamicin,"wet, oozing primary infections, and greasy, secondary infections"
disease_disorder,infections,0.9654506,betamethasone + clotrimazole,topical treatment of inflammatory dermal infections
sign_symptom,hypercholesterolemia,0.8644123,bempedoic acid,heterozygous familial hypercholesterolemia
sign_symptom,burn,0.96043223,rhubarb + ginger,heart burn abdominal pain due to gases nausea
sign_symptom,pain,0.9999659,rhubarb + ginger,heart burn abdominal pain due to gases nausea
sign_symptom,nausea,0.99993324,rhubarb + ginger,heart burn abdominal pain due to gases nausea
disease_disorder,leucorrhoea,0.87108094,rehmin,leucorrhoea weakness of uterus
sign_symptom,weakness,0.9999597,rehmin,leucorrhoea weakness of uterus
sign_symptom,cough,0.9983405,bromhexine hydrochloride,respiratory tract disorders associated with productive cough
sign_symptom,edema,0.96655136,bromelain + trypsin,"inflammatory pains, soft tissue inflammation, edema associated with trauma and surgery"
disease_disorder,trauma,0.7791834,bromelain + trypsin,"inflammatory pains, soft tissue inflammation, edema associated with trauma and surgery"
disease_disorder,surgery,0.8576923,bromelain + trypsin,"inflammatory pains, soft tissue inflammation, edema associated with trauma and surgery"
sign_symptom,emotional disturbances,0.9981878,bromazepam,bromazepam is indicated in- emotional disturbances
disease_disorder,glaucoma,0.7084998,brimonidine tartrate + timolol maleate,glaucoma or ocular hypertension
sign_symptom,hypertension,0.6833655,brimonidine tartrate + timolol maleate,glaucoma or ocular hypertension
sign_symptom,hyper,0.75033355,brimonidine tartrate,chronic open-angle glaucoma or ocular hypertension
disease_disorder,lymphoma kinase,0.924389,brigatinib,patients with anaplastic lymphoma kinase
disease_disorder,multiple,0.512321,bortezomib,treatment of patients with multiple myeloma
disease_disorder,squamous cell carcinoma,0.93628675,bleomycin sulfate,squamous cell carcinoma : head and neck
sign_symptom,hypertensive crises,0.99606687,bisoprolol hemifumarate,not recommended for the emergency treatment of hypertensive crises
sign_symptom,hyper,0.9983719,bisoprolol fumarate + hydrochlorothiazide,hypertension
sign_symptom,upset,0.9999075,bismuth subsalicylate,upset stomach indigestion heartburn nausea and diarrhea
sign_symptom,heartburn,0.8348819,bismuth subsalicylate,upset stomach indigestion heartburn nausea and diarrhea
sign_symptom,nausea,0.9999515,bismuth subsalicylate,upset stomach indigestion heartburn nausea and diarrhea
sign_symptom,diarrhea,0.9903002,bismuth subsalicylate,upset stomach indigestion heartburn nausea and diarrhea
disease_disorder,skin diseases,0.99891585,nimbadi churna,skin diseases
disease_disorder,infections,0.79141456,neem,viral skin infections
sign_symptom,arterial,0.82471585,aspirin,prophylaxis against arterial occlusive events
sign_symptom,monohydra,0.6857262,calcipotriol monohydrate,chronic stable plaque type psoriasis vulgaris in adult patients
sign_symptom,plaque,0.9769408,calcipotriol monohydrate,chronic stable plaque type psoriasis vulgaris in adult patients
disease_disorder,vulgaris,0.9777323,calcipotriol monohydrate,chronic stable plaque type psoriasis vulgaris in adult patients
disease_disorder,apnea,0.7322767,caffeine citrate,apnea of prematurity
sign_symptom,prematurity,0.9164756,caffeine citrate,apnea of prematurity
disease_disorder,due to pituitary adenomas,0.98342407,cabergoline,either idiopathic or due to pituitary adenomas
disease_disorder,cancer,0.9353082,cabazitaxel,patients with hormone refractory metastatic prostate cancer
sign_symptom,cough,0.9984257,butamirate citrate,acute cough of any etiology
disease_disorder,renal disease,0.79007965,bumetanide,renal disease including the nephrotic syndrome
disease_disorder,neph,0.7971239,bumetanide,renal disease including the nephrotic syndrome
disease_disorder,colitis,0.807039,budesonide (tablet),mild to moderate ulcerative colitis
disease_disorder,asthma,0.99056834,budesonide (nebuliser suspension),maintenance treatment and as prophylactic therapy of asthma
disease_disorder,nasal polyps,0.91943747,budesonide (nasal spray),nasal polyposis. prevention against nasal polyps after polypectomy
sign_symptom,cotton,0.35864216,licorice + yellow silk cotton + mastic tree,hyperacidity gastric ulcer duodenal ulcer
sign_symptom,hyper,0.5809901,licorice + yellow silk cotton + mastic tree,hyperacidity gastric ulcer duodenal ulcer
sign_symptom,ulcer,0.99945307,licorice + yellow silk cotton + mastic tree,hyperacidity gastric ulcer duodenal ulcer
sign_symptom,ulcer,0.99427044,licorice + yellow silk cotton + mastic tree,hyperacidity gastric ulcer duodenal ulcer
sign_symptom,headache,0.9999243,lavendar [lavendula stoechas],chronic catarrh headache
disease_disorder,oligospermia,0.94593805,kusta qalyee [calcined stannum],spermatorrhoea oligospermia
sign_symptom,fever,0.97972065,khakshi,in- fever influenza
sign_symptom,influenza,0.7118255,khakshi,in- fever influenza
disease_disorder,infections,0.7075434,ampicillin sodium,infections of thegastrointestinal tract
sign_symptom,cold,0.33766004,calcium lactate gluconate + calcium carbonate + vitamin c,adjuvant in colds and influenza.
sign_symptom,deficiencies,0.9735971,calcium lactate,"heartburn, calcium supplement, calcium deficiencies"
sign_symptom,hyper,0.99990666,calcium gluconate,severe hypermagnesaemia
disease_disorder,multi,0.97866577,calcium carbonate + vitamin d3 + multimineral,lactation deficiency state
sign_symptom,state,0.842946,calcium carbonate + vitamin d3 + multimineral,lactation deficiency state
disease_disorder,renal failure,0.97069883,calcium carbonate [elemental source] + vitamin d3,phosphate binder in chronic renal failure
sign_symptom,rickets,0.99882686,calcium carbonate [eggshell source] + vitamin d3,rickets
disease_disorder,vitamin d3 deficiency,0.92830217,calcium carbonate [algae source] + vitamin d3,deficiency
sign_symptom,hyper,0.9679101,calcium carbonate,increasingly often to treat hyperphosphataemia in chronic renal failure
disease_disorder,renal failure,0.9996413,calcium carbonate,increasingly often to treat hyperphosphataemia in chronic renal failure
sign_symptom,hyperphosphatemia,0.94647676,calcium acetate,hyperphosphatemia in end stage renal disease (esrd)
disease_disorder,end stage,0.9032142,calcium acetate,hyperphosphatemia in end stage renal disease (esrd)
disease_disorder,renal disease,0.8766664,calcium acetate,hyperphosphatemia in end stage renal disease (esrd)
sign_symptom,cough syrup,0.80493724,herbal cough syrup [glycyrrhiza glabra],indicated in- cough
sign_symptom,cough,0.82933253,herbal cough syrup [glycyrrhiza glabra],indicated in- cough
sign_symptom,cough,0.98523694,herbal cough syrup [adhatoda vasica],all types of cough
sign_symptom,cough,0.99936324,herbal cough syrup [adhatoda vasica],all types of cough
disease_disorder,erectile dysfunction,0.9997377,habb-e-nishat,erectile dysfunction
sign_symptom,haemorrhoid,0.99214315,guggul + barberry + chebulic myrobalan,haemorrhoid
disease_disorder,chronic,0.99897814,amino acid keto analogues,chronic kidney disease
disease_disorder,kidney disease,0.8170917,amino acid keto analogues,chronic kidney disease
disease_disorder,zinc deficiency,0.78542733,carbonyl iron + folic acid + zinc sulfate,"iron, folic acid and zinc deficiency especially during pregnancy and lactation"
disease_disorder,bronch,0.7333056,carbocisteine,"acute bronchitis, chronic bronchitis, bronchial asthma"
disease_disorder,asthma,0.6617137,carbocisteine,"acute bronchitis, chronic bronchitis, bronchial asthma"
sign_symptom,- clonic,0.988265,carbamazepine,partial and secondary generalized tonic-clonic seizures
sign_symptom,seizures,0.999818,carbamazepine,partial and secondary generalized tonic-clonic seizures
disease_disorder,osteoarthritis,0.99390835,capsaicin,"rheumatoid arthritis, osteoarthritis"
disease_disorder,colon cancer,0.987381,capecitabine,adjuvant colon cancer
sign_symptom,hyper,0.98687774,candesartan cilexetil + hydrochlorothiazide,hypertension
disease_disorder,heart failure,0.99963534,candesartan cilexetil,"hypertension, heart failure with impaired left ventricular systolic function"
sign_symptom,headache,0.9999101,camphor + menthol + oil clove + oil eucalyptus + oil turpentine,headache
sign_symptom,hyper,0.99982136,calcium polystyrene sulfonate,hyperkalemia due to acute and chronic renal failure
disease_disorder,renal failure,0.99984944,calcium polystyrene sulfonate,hyperkalemia due to acute and chronic renal failure
sign_symptom,burning,0.5397039,calcium pantothenate,burning feet syndrome
disease_disorder,feet syndrome,0.8403044,calcium pantothenate,burning feet syndrome
disease_disorder,hepatitis,0.95675427,dinar,jaundice hepatitis
sign_symptom,leucorrhoea,0.9064551,devils cotton + ashoka bark + aswagandha,leucorrhoea metritis anaemia
sign_symptom,metritis,0.9859355,devils cotton + ashoka bark + aswagandha,leucorrhoea metritis anaemia
sign_symptom,anaemia,0.9994699,devils cotton + ashoka bark + aswagandha,leucorrhoea metritis anaemia
sign_symptom,weakness,0.9997552,date palm + betel nut + acacia,weakness of uterus leucorrhoea
sign_symptom,leucorrhoea,0.99929,date palm + betel nut + acacia,weakness of uterus leucorrhoea
disease_disorder,mellitus,0.68250465,alogliptin benzoate,adults with type-2 diabetes mellitus
disease_disorder,infections,0.9974916,cefprozil,mild to moderate infections caused by susceptible strains
disease_disorder,infections,0.99038386,cefpodoxime proxetil + clavulanic acid,infections
disease_disorder,infections,0.98968863,cefpodoxime proxetil,infections caused by susceptible microorganism
disease_disorder,infections,0.99979466,cefpirome sulphate,severe infections
disease_disorder,inflammatory disease,0.9706558,cefoxitin,patients with pelvic inflammatory disease
disease_disorder,cefo,0.69450176,cefotaxime,infections
disease_disorder,infections,0.9997677,cefotaxime,infections
disease_disorder,infections,0.98962057,cefoperazone sodium,infections when caused by susceptible organisms
disease_disorder,infections,0.9886503,cefixime trihydrate,uncomplicated urinary tract infections
disease_disorder,neut,0.33968607,cefepime hydrochloride,febrile neutropenic patients
disease_disorder,infections,0.9996697,cefditoren,mild to moderate infections in adults and adolescents
disease_disorder,pneumonia,0.999877,cefdinir,community acquired pneumonia
disease_disorder,infections,0.9848588,cefazolin sodium,infections
disease_disorder,infections,0.99979955,cefaclor monohydrate,"otitis media, lower respiratory tract infections"
sign_symptom,dry eye,0.86281013,carmellose sodium,dry eye
disease_disorder,injuries,0.91848993,carisoprodol,used as an adjunct in physical therapy in injuries
disease_disorder,dermatitis,0.9865342,biotin,dermatitis
disease_disorder,bars,0.8982855,barsina,vitiligo or leucoderma
sign_symptom,cent,0.3257333,adhatoda vasica + centella asiatica,this syrup
sign_symptom,asiatic,0.5311743,adhatoda vasica + centella asiatica,this syrup
