generic_name,cases,rating
aripiprazole,depression,0.2222222222222222
clarithromycin,sinusitis,0.0
vardenafil,erectile dysfunction,0.0
levonorgestrel,birth control,1.0
oxazepam,anxiety,1.0
gabapentin,restless legs syndrome,1.0
infliximab,rheumatoid arthritis,1.0
ramipril,high blood pressure,0.6666666666666666
ezetimibe,high cholesterol,0.1111111111111111
mefenamic acid,period pain,0.1111111111111111
estradiol,atrophic vaginitis,0.8888888888888888
metronidazole,bacterial vaginitis,0.8888888888888888
desvenlafaxine,depression,0.8888888888888888
omalizumab,"asthma, maintenance",1.0
levonorgestrel,emergency contraception,1.0
hydrochlorothiazide,high blood pressure,0.0
meloxicam,inflammatory conditions,0.7777777777777778
clozapine,schizophrenia,0.7777777777777778
pregabalin,ibromyalgia,0.7777777777777778
ciprofloxacin,sinusitis,0.5555555555555556
metronidazole,diverticulitis,0.4444444444444444
mirabegron,overactive bladde,1.0
nitrofurantoin,urinary tract infection,0.0
valsartan,high blood pressure,0.5555555555555556
tinidazole,bacterial vaginitis,0.7777777777777778
alprazolam,panic disorde,0.5555555555555556
ondansetron,nausea/vomiting,0.8888888888888888
clonazepam,insomnia,0.0
pregabalin,pain,1.0
gabapentin,spondylolisthesis,0.3333333333333333
levonorgestrel,birth control,1.0
valacyclovir,cold sores,1.0
temazepam,insomnia,1.0
levonorgestrel,birth control,0.7777777777777778
levonorgestrel,birth control,0.0
armodafinil,obstructive sleep apnea/hypopnea syndrome,0.7777777777777778
levonorgestrel,emergency contraception,1.0
levonorgestrel,birth control,0.0
gabapentin,pain,0.5555555555555556
lansoprazole,stomach ulce,1.0
tadalafil,erectile dysfunction,1.0
fluconazole,vaginal yeast infection,0.0
desvenlafaxine,depression,0.2222222222222222
denosumab,osteoporosis,0.1111111111111111
terconazole,vaginal yeast infection,0.0
cefdinir,tonsillitis/pharyngitis,0.0
lamotrigine,bipolar disorde,1.0
acetazolamide,pseudotumor cerebri,0.6666666666666666
zolmitriptan,migraine,0.8888888888888888
gemfibrozil,high cholesterol,1.0
levonorgestrel,birth control,0.7777777777777778
levonorgestrel,birth control,0.5555555555555556
sitagliptin,"diabetes, type 2",1.0
aripiprazole,depression,1.0
anastrozole,"breast cancer, metastatic",1.0
desloratadine,allergic rhinitis,0.0
ziprasidone,bipolar disorde,0.7777777777777778
lisinopril,high blood pressure,0.8888888888888888
melatonin,insomnia,1.0
lorazepam,insomnia,1.0
lamotrigine,depression,0.1111111111111111
anastrozole,breast cance,0.1111111111111111
temazepam,insomnia,0.0
nifedipine,hypertensive emergency,0.8888888888888888
desvenlafaxine,depression,0.4444444444444444
lorazepam,not listed / othe,0.6666666666666666
infliximab,behcet's disease,0.8888888888888888
lubiprostone,"constipation, chronic",0.3333333333333333
celecoxib,rheumatoid arthritis,0.8888888888888888
simvastatin,high cholesterol,0.0
tadalafil,erectile dysfunction,1.0
aripiprazole,schizophrenia,1.0
cefdinir,bronchitis,0.0
clonazepam,anxiety,1.0
imiquimod,basal cell carcinoma,0.5555555555555556
etanercept,ankylosing spondylitis,1.0
lisinopril,high blood pressure,1.0
armodafinil,narcolepsy,0.6666666666666666
orlistat,obesity,0.2222222222222222
pregabalin,diabetic peripheral neuropathy,1.0
pregabalin,generalized anxiety disorde,0.1111111111111111
levonorgestrel,emergency contraception,1.0
lisinopril,high blood pressure,0.4444444444444444
nitrofurantoin,urinary tract infection,0.0
apremilast,psoriatic arthritis,0.6666666666666666
nitrofurantoin,bladder infection,0.3333333333333333
mirtazapine,anxiety,1.0
levonorgestrel,emergency contraception,1.0
gabapentin,pain,0.3333333333333333
gabapentin,ibromyalgia,0.7777777777777778
armodafinil,chronic fatigue syndrome,0.7777777777777778
methylprednisolone,"gout, acute",0.8888888888888888
levonorgestrel,birth control,0.7777777777777778
temazepam,insomnia,0.4444444444444444
nitrofurantoin,urinary tract infection,0.7777777777777778
desvenlafaxine,depression,1.0
cefdinir,sinusitis,0.0
letrozole,"breast cancer, adjuvant",0.4444444444444444
valacyclovir,cold sores,0.6666666666666666
sucralfate,gerd,0.1111111111111111
clonazepam,panic disorde,1.0
armodafinil,chronic fatigue syndrome,1.0
lamotrigine,depression,0.6666666666666666
levonorgestrel,emergency contraception,1.0
olanzapine,schizoaffective disorde,0.0
tadalafil,benign prostatic hyperplasia,0.8888888888888888
dulaglutide,"diabetes, type 2",1.0
levonorgestrel,birth control,0.5555555555555556
omalizumab,urticaria,0.0
desvenlafaxine,depression,0.4444444444444444
adapalene,acne,1.0
lamotrigine,bipolar disorde,1.0
valacyclovir,cold sores,1.0
alprazolam,anxiety,0.7777777777777778
methylprednisolone,immunosuppression,0.2222222222222222
metronidazole,bacterial vaginitis,0.4444444444444444
levonorgestrel,emergency contraception,1.0
oseltamivir,influenza,1.0
ziprasidone,schizophrenia,0.0
denosumab,osteoporosis,1.0
minoxidil,alopecia,0.6666666666666666
gabapentin,neuropathic pain,1.0
adalimumab,plaque psoriasis,1.0
letrozole,breast cance,0.6666666666666666
nilotinib,chronic myelogenous leukemia,1.0
loratadine,urticaria,1.0
dexlansoprazole,gerd,1.0
naltrexone,alcohol dependence,0.7777777777777778
infliximab,psoriasis,1.0
mycophenolate mofetil,myasthenia gravis,1.0
lamotrigine,bipolar disorde,0.2222222222222222
levonorgestrel,emergency contraception,1.0
bisacodyl,bowel preparation,0.0
adalimumab,psoriasis,0.1111111111111111
dulaglutide,"diabetes, type 2",0.8888888888888888
gabapentin,ibromyalgia,0.3333333333333333
ciprofloxacin,bacterial infection,0.0
diazepam,anxiety,0.7777777777777778
dexamethasone,asthma,0.7777777777777778
dexlansoprazole,gerd,0.0
fluorouracil,keratosis,1.0
dapsone,acne,0.0
gabapentin,insomnia,0.7777777777777778
pramipexole,restless legs syndrome,1.0
levonorgestrel,birth control,1.0
levonorgestrel,abnormal uterine bleeding,0.8888888888888888
fluorouracil,warts,0.0
racepinephrine,"asthma, acute",1.0
hydrochlorothiazide,high blood pressure,0.0
magnesium hydroxide,acne,1.0
adalimumab,rheumatoid arthritis,0.0
loratadine,allergic rhinitis,0.2222222222222222
carbamazepine,trigeminal neuralgia,1.0
lubiprostone,"constipation, chronic",1.0
lamotrigine,depression,0.8888888888888888
levetiracetam,seizures,1.0
tranexamic acid,menorrhagia,0.8888888888888888
esomeprazole,gerd,1.0
desvenlafaxine,anxiety,0.1111111111111111
anastrozole,breast cance,1.0
hydrocortisone,skin rash,1.0
tioconazole,vaginal yeast infection,0.0
carisoprodol,muscle spasm,0.8888888888888888
topiramate,obesity,0.8888888888888888
paliperidone,schizophrenia,1.0
apremilast,plaque psoriasis,0.0
lorazepam,anxiety,0.4444444444444444
alprazolam,anxiety,1.0
valacyclovir,cold sores,1.0
meloxicam,rheumatoid arthritis,0.7777777777777778
tocilizumab,rheumatoid arthritis,1.0
ciprofloxacin,urinary tract infection,1.0
methylprednisolone,inflammatory conditions,0.8888888888888888
nortriptyline,pain,0.8888888888888888
cefdinir,otitis media,0.7777777777777778
lacosamide,seizures,0.5555555555555556
tofacitinib,rheumatoid arthritis,0.8888888888888888
alprazolam,anxiety,0.7777777777777778
omalizumab,,1.0
gabapentin,pain,0.7777777777777778
dulaglutide,"diabetes, type 2",1.0
tioconazole,vaginal yeast infection,0.7777777777777778
liraglutide,obesity,1.0
gabapentin,peripheral neuropathy,1.0
lisinopril,high blood pressure,0.0
rivaroxaban,deep vein thrombosis,0.8888888888888888
levonorgestrel,emergency contraception,1.0
ketamine,anesthesia,1.0
flurazepam,insomnia,0.7777777777777778
sumatriptan,migraine,1.0
secukinumab,plaque psoriasis,0.3333333333333333
levonorgestrel,birth control,0.0
imiquimod,basal cell carcinoma,1.0
avanafil,erectile dysfunction,1.0
desvenlafaxine,ibromyalgia,1.0
zonisamide,migraine prevention,0.6666666666666666
levonorgestrel,birth control,0.0
midazolam,light sedation,0.8888888888888888
gabapentin,ibromyalgia,0.1111111111111111
ciprofloxacin,urinary tract infection,1.0
etanercept,ankylosing spondylitis,0.8888888888888888
estradiol,postmenopausal symptoms,0.1111111111111111
oseltamivir,influenza,0.8888888888888888
levonorgestrel,emergency contraception,1.0
levonorgestrel,birth control,0.2222222222222222
empagliflozin,"diabetes, type 2",0.2222222222222222
cabergoline,hyperprolactinemia,1.0
levonorgestrel,birth control,1.0
levonorgestrel,birth control,1.0
dulaglutide,"diabetes, type 2",0.6666666666666666
carisoprodol,muscle spasm,1.0
hydrochlorothiazide,high blood pressure,0.8888888888888888
pramipexole,restless legs syndrome,0.2222222222222222
ropinirole,restless legs syndrome,0.3333333333333333
omeprazole,indigestion,1.0
dapsone,acne,1.0
pregabalin,pain,1.0
lamotrigine,bipolar disorde,1.0
lubiprostone,irritable bowel syndrome,0.1111111111111111
gabapentin,insomnia,1.0
lorazepam,anxiety,1.0
clarithromycin,pneumonia,0.8888888888888888
gabapentin,migraine,0.7777777777777778
lamotrigine,bipolar disorde,1.0
lorazepam,status epilepticus,0.4444444444444444
orlistat,obesity,0.4444444444444444
lenalidomide,multiple myeloma,1.0
furosemide,edema,0.6666666666666666
pregabalin,pain,0.7777777777777778
lansoprazole,gerd,1.0
metronidazole,bacterial vaginitis,0.7777777777777778
sumatriptan,migraine,0.5555555555555556
mirtazapine,anxiety,0.5555555555555556
nitrofurantoin,urinary tract infection,0.4444444444444444
rivaroxaban,deep vein thrombosis,0.0
clindamycin,bacterial infection,0.8888888888888888
ziprasidone,schizoaffective disorde,0.7777777777777778
desvenlafaxine,anxiety,0.8888888888888888
desvenlafaxine,depression,0.1111111111111111
adapalene,acne,0.6666666666666666
sumatriptan,cluster headaches,0.8888888888888888
temazepam,insomnia,1.0
etanercept,ankylosing spondylitis,1.0
paliperidone,schizoaffective disorde,1.0
silodosin,benign prostatic hyperplasia,0.0
levonorgestrel,birth control,1.0
loratadine,allergic rhinitis,1.0
estradiol,atrophic vaginitis,0.0
lansoprazole,gerd,1.0
lactulose,"constipation, acute",0.8888888888888888
bisacodyl,constipation,1.0
adapalene,acne,0.4444444444444444
omalizumab,"asthma, maintenance",1.0
clonazepam,night terrors,0.8888888888888888
atenolol,high blood pressure,1.0
carbamazepine,dystonia,0.7777777777777778
pregabalin,ibromyalgia,0.7777777777777778
clonazepam,panic disorde,0.7777777777777778
secukinumab,plaque psoriasis,0.5555555555555556
oseltamivir,influenza,0.0
liraglutide,obesity,1.0
bisacodyl,constipation,0.8888888888888888
zolmitriptan,migraine,0.8888888888888888
oseltamivir,influenza,0.8888888888888888
aripiprazole,depression,0.0
acetazolamide,pseudotumor cerebri,0.6666666666666666
levonorgestrel,emergency contraception,1.0
fluorouracil,actinic keratosis,0.8888888888888888
methocarbamol,opiate withdrawal,0.7777777777777778
clonazepam,anxiety,0.7777777777777778
rivaroxaban,atrial fibrillation,0.6666666666666666
levonorgestrel,birth control,1.0
liraglutide,"diabetes, type 2",1.0
clonazepam,anxiety,0.8888888888888888
cefdinir,sinusitis,1.0
oseltamivir,influenza,0.0
levonorgestrel,birth control,0.5555555555555556
gabapentin,pain,0.0
omalizumab,"asthma, maintenance",0.2222222222222222
diazepam,not listed / othe,0.7777777777777778
mefenamic acid,period pain,1.0
aripiprazole,depression,0.5555555555555556
gabapentin,trigeminal neuralgia,0.7777777777777778
levonorgestrel,birth control,0.3333333333333333
valacyclovir,"herpes simplex, suppression",1.0
tioconazole,vaginal yeast infection,0.0
fluconazole,"onychomycosis, toenail",1.0
alprazolam,anxiety,0.0
pramipexole,restless legs syndrome,1.0
lubiprostone,irritable bowel syndrome,0.3333333333333333
pramipexole,restless legs syndrome,0.0
apremilast,plaque psoriasis,0.1111111111111111
desvenlafaxine,depression,0.0
pregabalin,ibromyalgia,0.7777777777777778
ciprofloxacin,urinary tract infection,0.0
gabapentin,pain,0.0
bisacodyl,constipation,0.6666666666666666
ezetimibe,high cholesterol,0.8888888888888888
irbesartan,high blood pressure,0.0
liraglutide,"diabetes, type 2",1.0
gabapentin,insomnia,1.0
infliximab,"crohn's disease, maintenance",1.0
ropinirole,parkinson's disease,0.5555555555555556
levonorgestrel,birth control,0.5555555555555556
levonorgestrel,birth control,0.8888888888888888
liraglutide,"diabetes, type 2",0.6666666666666666
esomeprazole,gerd,1.0
levetiracetam,seizures,0.0
chlorthalidone,high blood pressure,0.0
gabapentin,pain,0.7777777777777778
pimecrolimus,eczema,1.0
celecoxib,osteoarthritis,0.6666666666666666
levonorgestrel,birth control,0.4444444444444444
meloxicam,osteoarthritis,1.0
levonorgestrel,birth control,0.3333333333333333
pregabalin,neuropathic pain,1.0
sumatriptan,migraine,1.0
ciprofloxacin,urinary tract infection,0.7777777777777778
oxaliplatin,colorectal cance,0.8888888888888888
somatropin,adult human growth hormone deficiency,0.4444444444444444
dapsone,acne,0.7777777777777778
valsartan,high blood pressure,0.5555555555555556
ibuprofen,pain,0.8888888888888888
lamotrigine,bipolar disorde,0.7777777777777778
levonorgestrel,birth control,1.0
levonorgestrel,birth control,0.8888888888888888
desvenlafaxine,depression,0.7777777777777778
alprazolam,not listed / othe,1.0
topiramate,obesity,1.0
levonorgestrel,birth control,1.0
omeprazole,gerd,0.6666666666666666
atenolol,anxiety,1.0
metronidazole,bacterial vaginitis,0.0
clarithromycin,bronchitis,0.0
levonorgestrel,birth control,0.4444444444444444
brexpiprazole,depression,1.0
metronidazole,bacterial infection,0.0
pregabalin,pain,0.3333333333333333
sitagliptin,"diabetes, type 2",0.8888888888888888
brexpiprazole,depression,0.3333333333333333
suvorexant,insomnia,0.0
clonazepam,anxiety,1.0
levetiracetam,new daily persistent headache,1.0
oxcarbazepine,bipolar disorde,0.7777777777777778
metronidazole,bacterial infection,0.8888888888888888
bisacodyl,constipation,0.8888888888888888
liraglutide,obesity,0.4444444444444444
alprazolam,tinnitus,0.8888888888888888
methylprednisolone,allergic rhinitis,0.2222222222222222
adapalene,acne,0.3333333333333333
carvedilol,atrial fibrillation,0.1111111111111111
rivaroxaban,deep vein thrombosis,0.8888888888888888
levonorgestrel,birth control,0.8888888888888888
pramipexole,restless legs syndrome,0.8888888888888888
minoxidil,alopecia,1.0
naltrexone,alcohol dependence,1.0
nitrofurantoin,urinary tract infection,0.1111111111111111
loratadine,allergic rhinitis,0.0
tioconazole,vaginal yeast infection,0.4444444444444444
gabapentin,pain,1.0
clonazepam,burning mouth syndrome,1.0
levonorgestrel,emergency contraception,1.0
clonazepam,panic disorde,0.8888888888888888
nitrofurantoin,urinary tract infection,0.0
apixaban,prevention of thromboembolism in atrial fibrillation,0.0
sumatriptan,migraine,0.6666666666666666
ciprofloxacin,prostatitis,0.4444444444444444
ondansetron,nausea/vomiting,1.0
levonorgestrel,birth control,0.2222222222222222
levonorgestrel,emergency contraception,1.0
methocarbamol,muscle spasm,1.0
clindamycin,sinusitis,0.0
pregabalin,generalized anxiety disorde,1.0
tazarotene,acne,1.0
estradiol,atrophic vaginitis,1.0
temazepam,insomnia,1.0
apremilast,plaque psoriasis,0.0
golimumab,rheumatoid arthritis,1.0
secukinumab,plaque psoriasis,0.2222222222222222
etodolac,pain,1.0
ziprasidone,bipolar disorde,0.0
clonazepam,bipolar disorde,1.0
desvenlafaxine,major depressive disorde,0.0
sumatriptan,migraine,0.6666666666666666
pregabalin,diabetic peripheral neuropathy,1.0
levonorgestrel,birth control,0.8888888888888888
gabapentin,peripheral neuropathy,1.0
levonorgestrel,emergency contraception,1.0
topiramate,seizure prevention,0.8888888888888888
levonorgestrel,birth control,0.8888888888888888
methocarbamol,muscle spasm,0.1111111111111111
teriparatide,osteoporosis,1.0
etodolac,pain,0.7777777777777778
clonazepam,restless legs syndrome,1.0
potassium chloride,hypokalemia,1.0
cefdinir,sinusitis,0.0
tadalafil,erectile dysfunction,0.8888888888888888
levonorgestrel,birth control,0.2222222222222222
alprazolam,anxiety,0.5555555555555556
omalizumab,"asthma, maintenance",1.0
tranexamic acid,menorrhagia,0.8888888888888888
gabapentin,neuropathic pain,0.5555555555555556
desvenlafaxine,anxiety,0.7777777777777778
pregabalin,ibromyalgia,0.0
nitrofurantoin,urinary tract infection,0.8888888888888888
temazepam,insomnia,1.0
nabumetone,back pain,0.7777777777777778
armodafinil,narcolepsy,0.8888888888888888
tioconazole,vaginal yeast infection,0.0
hydroxyurea,"anemia, sickle cell",1.0
ropinirole,restless legs syndrome,0.6666666666666666
methocarbamol,muscle spasm,0.0
clindamycin,bacterial vaginitis,0.0
ciprofloxacin,urinary tract infection,0.0
metronidazole,diverticulitis,0.6666666666666666
clonazepam,migraine prevention,0.6666666666666666
valacyclovir,cold sores,0.4444444444444444
lamotrigine,bipolar disorde,1.0
liraglutide,"diabetes, type 2",0.7777777777777778
lorazepam,anxiety,1.0
lamotrigine,seizure prevention,0.8888888888888888
cephalexin,skin or soft tissue infection,1.0
lansoprazole,stomach ulce,0.2222222222222222
bisacodyl,constipation,0.7777777777777778
oseltamivir,influenza,0.8888888888888888
apremilast,psoriatic arthritis,1.0
clarithromycin,sinusitis,0.6666666666666666
acetazolamide,pseudotumor cerebri,0.5555555555555556
aripiprazole,depression,0.8888888888888888
propofol,anesthesia,1.0
cephalexin,skin or soft tissue infection,1.0
nabumetone,back pain,0.7777777777777778
alprazolam,panic disorde,0.7777777777777778
olanzapine,bipolar disorde,0.7777777777777778
armodafinil,narcolepsy,0.6666666666666666
methotrexate,rheumatoid arthritis,0.4444444444444444
valacyclovir,cold sores,1.0
tadalafil,erectile dysfunction,0.1111111111111111
gabapentin,migraine,0.0
aripiprazole,depression,0.6666666666666666
clarithromycin,bronchitis,0.5555555555555556
zaleplon,insomnia,0.7777777777777778
carisoprodol,muscle spasm,1.0
gabapentin,burning mouth syndrome,0.0
levonorgestrel,abnormal uterine bleeding,0.8888888888888888
bisacodyl,bowel preparation,1.0
bisacodyl,bowel preparation,0.7777777777777778
meloxicam,inflammatory conditions,1.0
ramipril,high blood pressure,1.0
dulaglutide,"diabetes, type 2",0.0
levonorgestrel,birth control,0.7777777777777778
imiquimod,keratosis,0.7777777777777778
lamotrigine,epilepsy,0.2222222222222222
baclofen,trigeminal neuralgia,0.8888888888888888
meloxicam,inflammatory conditions,0.8888888888888888
estradiol,primary ovarian failure,1.0
clarithromycin,sinusitis,0.4444444444444444
furosemide,high blood pressure,0.4444444444444444
liraglutide,obesity,0.0
silodosin,benign prostatic hyperplasia,0.0
sunitinib,renal cell carcinoma,0.6666666666666666
clarithromycin,sinusitis,0.1111111111111111
alprazolam,anxiety,1.0
erlotinib,non-small cell lung cance,1.0
alprazolam,panic disorde,0.7777777777777778
aspirin,back pain,0.8888888888888888
zaleplon,insomnia,1.0
letrozole,breast cance,1.0
alprazolam,depression,1.0
mirtazapine,insomnia,0.0
metronidazole,bacterial vaginitis,1.0
levonorgestrel,birth control,1.0
levonorgestrel,birth control,0.1111111111111111
eluxadoline,irritable bowel syndrome,0.7777777777777778
lamotrigine,bipolar disorde,1.0
gabapentin,insomnia,0.0
rituximab,non-hodgkin's lymphoma,0.8888888888888888
levonorgestrel,birth control,0.0
ropinirole,restless legs syndrome,1.0
levonorgestrel,birth control,0.1111111111111111
tadalafil,erectile dysfunction,1.0
metronidazole,bacterial vaginitis,0.7777777777777778
adapalene,acne,0.8888888888888888
nabumetone,rheumatoid arthritis,1.0
levonorgestrel,emergency contraception,1.0
clonazepam,periodic limb movement disorde,0.7777777777777778
bisacodyl,constipation,0.4444444444444444
imiquimod,keratosis,0.8888888888888888
levonorgestrel,emergency contraception,1.0
